response_id,condition,in_school,work_hours,has_job,job_satis,toi_1,toi_2,toi_3,skil_aq_1,skil_aq_2,skil_aq_3,job_avail,sksh_pre,passion_1,passion_2,passion_3,job_year,js_intent_1,js_intent_2,js_intent_3,js_intent_4,js_intent_5,js_intent_6,tr_int_ex_1,tr_int_ex_2,tr_int_in_1,tr_int_in_2,expectancy_1,expectancy_2,bls_link,satis_post,male,race,highest_ed,sksh_post,age,study_ID
R_cA9aO630e1TYegt,NA,NA,5,1,6,4,4,4,6,6,7,5,5,NA,NA,NA,NA,1,1,1,1,2,1,2,2,2,2,5,5,0,NA,1,1,6,NA,29,js_1b
R_cAANZXBqpT0o85L,NA,NA,4,1,4,4,4,4,6,6,5,5,2,NA,NA,NA,NA,1,1,1,1,1,2,5,5,4,4,6,6,0,NA,1,1,3,NA,25,js_1b
R_cG6u6bHLlyVp5Ix,NA,NA,6,1,3,3,3,3,6,6,7,6,5,NA,NA,NA,NA,3,2,2,2,3,3,2,2,3,3,6,5,1,NA,1,1,5,NA,30,js_1b
R_2a90lkAoFZvmioJ,NA,NA,2,0,2,2,2,3,7,6,7,4,4,NA,NA,NA,NA,4,3,3,4,4,3,3,3,4,4,6,6,0,NA,1,4,2,NA,23,js_1b
R_81fIrnV7uNOa9Ct,NA,NA,5,1,6,2,2,2,6,6,6,2,2,NA,NA,NA,NA,3,3,2,1,2,3,3,3,4,4,6,6,1,NA,1,1,5,NA,40,js_1b
R_7W1YQc7YtMR87Mp,NA,NA,6,1,7,1,1,1,7,7,7,7,1,NA,NA,NA,NA,3,2,2,1,2,3,3,2,2,2,7,6,0,NA,1,3,6,NA,27,js_1b
R_1LybCWYHALRMSfX,NA,NA,4,1,3,3,2,3,6,5,5,3,5,NA,NA,NA,NA,3,3,4,3,4,4,2,2,3,3,6,5,1,NA,1,1,5,NA,27,js_1b
R_0jmtB0Vyrx466dT,NA,NA,4,1,6,2,2,2,6,6,6,5,4,NA,NA,NA,NA,1,2,1,1,1,2,4,4,3,3,5,5,1,NA,0,1,3,NA,29,js_1b
R_dhdcuSWedSUcBgh,NA,NA,2,0,7,6,6,6,2,2,2,2,6,NA,NA,NA,NA,1,1,1,1,1,1,4,1,1,1,1,2,0,NA,0,1,3,NA,63,js_1b
R_2gYv98jFk7EkJVz,NA,NA,4,1,6,4,3,4,6,6,6,4,5,NA,NA,NA,NA,3,3,3,3,3,3,5,5,5,5,6,6,1,NA,0,1,3,NA,33,js_1b
R_8wR0q3K4PEmiqtD,NA,NA,5,1,6,2,2,2,6,6,7,6,2,NA,NA,NA,NA,2,2,1,2,1,2,2,2,4,4,5,4,0,NA,1,1,6,NA,25,js_1b
R_cMImoFjFQ8lsEPX,NA,NA,3,1,2,3,3,3,3,5,5,1,2,NA,NA,NA,NA,5,4,4,3,2,5,5,5,5,5,2,3,1,NA,0,3,6,NA,27,js_1b
R_71cuMw2YaAwr1sN,NA,NA,3,1,2,1,2,2,3,6,6,3,1,NA,NA,NA,NA,1,3,3,2,3,3,5,5,2,2,6,5,0,NA,1,3,3,NA,23,js_1b
R_blsNmPzn11KBQsR,NA,NA,6,1,2,5,5,5,7,6,7,3,5,NA,NA,NA,NA,3,4,4,4,5,4,4,2,3,3,5,5,0,NA,1,NA,6,NA,52,js_1b
R_6Asd97FnX5dl1qd,NA,NA,6,1,3,3,3,3,6,6,6,5,2,NA,NA,NA,NA,4,3,3,3,4,2,1,1,3,3,5,5,1,NA,1,1,3,NA,25,js_1b
R_6DxQHkzo3Lq1Bxr,NA,NA,3,1,3,4,4,4,5,5,5,3,6,NA,NA,NA,NA,3,5,5,5,5,5,5,5,2,3,3,3,0,NA,0,4,5,NA,24,js_1b
R_2bq7zBv8VOFJY0d,NA,NA,5,1,7,6,5,6,7,7,7,4,4,NA,NA,NA,NA,5,3,3,5,4,3,5,5,4,4,6,5,0,NA,1,4,6,NA,23,js_1b
R_0uD2AZVePD9ZFB3,NA,NA,5,1,5,2,2,3,3,6,6,3,5,NA,NA,NA,NA,3,2,2,2,2,3,1,1,1,2,5,5,0,NA,1,1,3,NA,26,js_1b
R_e5Qv8fiHKcEx7NP,NA,NA,6,1,3,4,3,3,6,6,6,3,5,NA,NA,NA,NA,3,2,4,4,4,3,4,4,4,4,6,7,0,NA,0,2,6,NA,30,js_1b
R_8wZTPjHz3Uwpsy1,NA,NA,3,1,4,4,5,5,6,6,7,6,3,NA,NA,NA,NA,3,3,4,3,4,3,4,4,4,4,7,6,0,NA,0,1,5,NA,25,js_1b
R_3ejJAvzvcVhj9hb,NA,NA,2,0,4,5,5,5,5,5,5,4,3,NA,NA,NA,NA,1,1,1,1,1,2,5,5,2,2,5,5,0,NA,1,4,6,NA,30,js_1b
R_8kK8O2zQJg4BMkR,NA,NA,2,0,6,4,2,4,7,7,7,3,5,NA,NA,NA,NA,1,3,2,1,1,2,5,5,4,4,4,5,0,NA,0,1,6,NA,24,js_1b
R_1T7W1kwMT0jtlUV,NA,NA,4,0,1,4,4,3,5,6,6,3,4,NA,NA,NA,NA,2,2,3,2,3,2,5,5,2,2,5,5,1,NA,1,1,5,NA,31,js_1b
R_a5IHFfCAXfEklp3,NA,NA,6,1,5,3,3,3,6,6,7,5,3,NA,NA,NA,NA,3,2,1,1,4,3,2,3,2,3,5,5,1,NA,1,1,7,NA,25,js_1b
R_8Hxn8UAKg8q2621,NA,NA,2,0,3,4,4,1,5,5,7,2,2,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,7,7,1,NA,1,1,7,NA,43,js_1b
R_0ApEF18uF7oRajH,NA,NA,6,1,3,3,2,2,3,3,5,3,6,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,5,5,1,NA,0,1,6,NA,32,js_1b
R_9S3ClFzaA5ImtpP,NA,NA,2,0,4,4,4,4,5,4,4,3,1,NA,NA,NA,NA,3,4,2,5,3,3,2,3,4,3,4,3,0,NA,1,1,5,NA,20,js_1b
R_eD13p3AnoKygkmx,NA,NA,4,1,6,3,3,3,5,5,5,5,5,NA,NA,NA,NA,3,3,4,4,4,3,3,3,3,2,5,5,0,NA,0,1,5,NA,21,js_1b
R_9vEzgzpDdrcMMrX,NA,NA,2,1,6,5,5,5,5,6,6,5,4,NA,NA,NA,NA,3,1,1,1,1,1,2,2,4,4,7,7,0,NA,0,1,6,NA,22,js_1b
R_ebA5BoDyUuXmRRX,NA,NA,5,1,3,4,4,4,6,5,5,3,6,NA,NA,NA,NA,2,3,2,2,4,2,2,2,2,2,5,5,1,NA,0,1,7,NA,52,js_1b
R_1TEcGzvRUZfASHP,NA,NA,5,1,1,6,6,6,1,3,5,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,0,NA,1,2,1,NA,23,js_1b
R_03ydPnxJV0GZxhb,NA,NA,6,1,6,6,5,5,6,6,6,2,6,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,6,6,0,NA,0,1,6,NA,24,js_1b
R_5zNtNc5c3jJGqZn,NA,NA,6,0,2,2,2,2,5,6,7,2,1,NA,NA,NA,NA,2,5,4,4,4,5,2,2,2,4,4,2,1,NA,1,1,3,NA,23,js_1b
R_6Pgwo6ukgI2Sd01,NA,NA,5,1,6,5,5,5,5,5,5,6,5,NA,NA,NA,NA,2,3,2,2,3,3,1,1,2,3,6,6,1,NA,1,1,6,NA,24,js_1b
R_d7tXvzmRAuFU5uZ,NA,NA,5,1,6,2,2,2,6,6,6,5,3,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,3,6,6,1,NA,0,1,8,NA,38,js_1b
R_3UDaYfabwXsnION,NA,NA,6,1,5,3,3,3,5,6,6,3,5,NA,NA,NA,NA,1,1,1,1,1,1,2,2,3,3,5,5,0,NA,1,1,3,NA,27,js_1b
R_1XEH3USFS3u8Cu9,NA,NA,6,1,7,5,5,5,6,6,7,6,6,NA,NA,NA,NA,2,2,1,2,2,2,3,2,4,4,7,7,0,NA,0,1,6,NA,31,js_1b
R_3PO8LkAeRmQMFSJ,NA,NA,6,0,4,1,1,1,7,7,7,3,3,NA,NA,NA,NA,3,3,3,3,3,3,2,2,2,2,5,5,1,NA,0,1,2,NA,23,js_1b
R_0lj2kShVoEbTt53,NA,NA,5,1,7,4,4,4,5,6,6,4,3,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,5,0,NA,0,1,6,NA,29,js_1b
R_0ccQDNf9xnNl3V3,NA,NA,5,1,1,1,1,1,7,7,7,2,4,NA,NA,NA,NA,3,3,3,3,3,3,2,2,3,3,6,5,1,NA,1,1,3,NA,27,js_1b
R_0jriwjyEPqJW5Y9,NA,NA,3,1,3,1,1,1,6,6,5,2,1,NA,NA,NA,NA,4,4,4,4,1,4,5,5,4,5,1,1,0,NA,1,1,3,NA,21,js_1b
R_aXcceU4m8TJNUR7,NA,NA,4,1,3,2,2,2,6,7,7,5,6,NA,NA,NA,NA,3,4,4,4,3,4,2,2,3,4,5,5,1,NA,0,1,2,NA,54,js_1b
R_cuWXyutsROKPj2l,NA,NA,6,1,6,3,3,3,5,5,6,5,5,NA,NA,NA,NA,4,4,1,1,4,4,3,3,3,3,5,3,0,NA,0,1,6,NA,40,js_1b
R_bK0SChxh5f2hcDb,NA,NA,6,0,1,6,5,5,5,5,5,2,2,NA,NA,NA,NA,2,4,2,3,5,4,2,2,1,3,3,3,1,NA,0,1,5,NA,27,js_1b
R_cO4MiNWnBXnwHDT,NA,NA,4,1,2,1,1,1,7,7,7,1,1,NA,NA,NA,NA,3,4,3,4,4,4,3,3,1,5,4,3,0,NA,1,1,3,NA,26,js_1b
R_3lxYctfQpkbG4F7,NA,NA,6,1,6,3,3,3,6,7,7,5,6,NA,NA,NA,NA,3,3,2,2,3,3,2,2,3,3,6,5,1,NA,0,1,6,NA,37,js_1b
R_9NCgBA4sO9bxlbv,NA,NA,4,1,3,2,2,2,3,6,6,5,5,NA,NA,NA,NA,4,5,4,3,4,5,3,3,4,3,6,6,1,NA,0,1,7,NA,51,js_1b
R_9oSLU5UOfCZGHwV,NA,NA,6,1,5,3,3,3,4,4,4,4,4,NA,NA,NA,NA,3,2,3,4,3,3,2,2,2,3,5,5,0,NA,1,4,7,NA,36,js_1b
R_3CXclX6qgIaBDPT,NA,NA,5,1,7,2,2,2,5,5,5,3,4,NA,NA,NA,NA,3,2,3,2,3,3,1,1,1,3,6,6,1,NA,1,4,6,NA,26,js_1b
R_3mwgq0t1Tm5Nerr,NA,NA,6,0,1,1,1,1,6,6,6,1,1,NA,NA,NA,NA,3,4,5,4,5,5,5,5,4,4,3,3,1,NA,0,1,3,NA,29,js_1b
R_cImKTJ5fYDpklhz,NA,NA,5,1,5,3,3,3,6,6,6,6,6,NA,NA,NA,NA,3,3,3,3,3,4,5,5,4,4,6,6,0,NA,1,1,3,NA,25,js_1b
R_dhQH3s5WYp7WBp3,NA,NA,6,1,5,2,2,3,5,6,6,3,6,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,5,6,0,NA,0,1,7,NA,32,js_1b
R_835vV84NA0oLJAN,NA,NA,6,1,5,2,2,2,5,5,6,2,1,NA,NA,NA,NA,3,3,3,2,4,3,1,1,2,3,2,2,1,NA,0,1,6,NA,29,js_1b
R_dgLmdD1th9wmgsJ,NA,NA,6,1,7,2,6,2,5,5,7,5,2,NA,NA,NA,NA,2,2,1,1,1,2,1,1,2,2,5,5,1,NA,0,1,2,NA,49,js_1b
R_6mm4GWaAZpGzmBL,NA,NA,5,1,6,4,4,3,6,6,6,5,4,NA,NA,NA,NA,3,2,1,2,1,3,1,1,3,4,6,6,1,NA,1,1,6,NA,32,js_1b
R_d7sFJidNszHA71r,NA,NA,2,1,6,4,4,5,6,6,6,6,6,NA,NA,NA,NA,1,1,1,1,2,2,1,1,3,3,4,5,1,NA,1,4,6,NA,32,js_1b
R_cvHMOy6ZcW32Wod,NA,NA,5,1,6,1,1,1,7,7,7,5,7,NA,NA,NA,NA,1,1,1,1,1,1,2,2,5,4,7,7,0,NA,1,1,2,NA,22,js_1b
R_9zXSd9id9u85KgR,NA,NA,4,1,5,3,3,3,5,5,7,4,5,NA,NA,NA,NA,2,1,1,1,2,2,3,1,4,4,5,5,0,NA,1,1,7,NA,33,js_1b
R_6SBK4OxbpmqXLj7,NA,NA,5,1,5,3,3,3,5,5,5,4,4,NA,NA,NA,NA,2,2,2,2,3,3,2,2,3,2,6,5,1,NA,1,4,6,NA,23,js_1b
R_41tzG4EmOeueI9n,NA,NA,2,1,7,3,2,3,6,6,7,5,6,NA,NA,NA,NA,1,1,1,1,1,1,3,3,5,3,6,6,0,NA,1,1,6,NA,26,js_1b
R_1LIulZWKjwPFdhH,NA,NA,3,1,7,2,2,2,7,6,6,4,2,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,6,6,0,NA,0,1,5,NA,24,js_1b
R_cw1tPES41oUUzU9,NA,NA,3,0,1,2,1,1,2,6,6,4,6,NA,NA,NA,NA,3,4,4,4,5,4,4,4,3,3,6,5,0,NA,1,1,3,NA,31,js_1b
R_4ZKOtBCghXBeEQJ,NA,NA,6,1,6,3,3,2,5,5,6,5,4,NA,NA,NA,NA,2,1,1,1,1,2,2,2,3,2,4,4,0,NA,1,7,3,NA,23,js_1b
R_1B2DL1UVrzhO4jr,NA,NA,6,0,2,5,4,4,5,5,7,2,6,NA,NA,NA,NA,3,4,4,4,5,4,2,4,3,2,5,3,0,NA,0,1,2,NA,33,js_1b
R_558c8hcZuB0IVSJ,NA,NA,6,1,6,2,2,2,6,7,7,6,7,NA,NA,NA,NA,2,2,1,1,2,3,4,4,4,4,6,6,0,NA,1,1,6,NA,25,js_1b
R_0uppIBbDWyHVUnb,NA,NA,2,0,2,3,3,3,6,6,6,5,4,NA,NA,NA,NA,3,3,2,2,4,3,2,2,2,2,5,5,0,NA,0,1,6,NA,23,js_1b
R_eVi3felywbbCAmx,NA,NA,2,0,4,2,2,2,7,6,6,6,3,NA,NA,NA,NA,2,2,2,2,1,2,1,1,4,3,6,5,0,NA,1,1,1,NA,18,js_1b
R_7US9Ye6mM6evsY5,NA,NA,5,1,5,5,5,5,5,6,6,4,4,NA,NA,NA,NA,1,1,2,1,1,2,5,4,3,3,5,2,1,NA,0,1,3,NA,37,js_1b
R_cN5hmLnw66lH5hX,NA,NA,5,1,5,3,3,3,5,5,6,5,5,NA,NA,NA,NA,4,1,2,3,2,3,3,3,3,2,5,5,1,NA,1,1,2,NA,29,js_1b
R_4OV4qGtaCGM6HuB,NA,NA,6,1,6,2,2,4,2,5,7,3,2,NA,NA,NA,NA,2,3,3,2,3,3,2,2,3,3,6,6,0,NA,1,3,3,NA,23,js_1b
R_6lNNvBNFyQ8Epcp,NA,NA,6,1,4,4,4,4,6,6,7,2,5,NA,NA,NA,NA,3,2,3,2,4,4,4,4,2,2,1,1,0,NA,0,1,4,NA,34,js_1b
R_etk5NkAoCFwklRX,NA,NA,3,0,4,2,3,3,6,6,7,6,5,NA,NA,NA,NA,4,4,3,3,4,4,4,2,4,4,7,7,0,NA,0,1,6,NA,25,js_1b
R_8wy4ts5vfPWx2M5,NA,NA,5,1,4,2,2,2,4,6,7,6,4,NA,NA,NA,NA,3,3,3,2,3,3,2,2,2,2,4,4,1,NA,1,1,2,NA,31,js_1b
R_bIr28C52MUbsuZn,NA,NA,6,1,5,2,2,2,7,7,7,6,2,NA,NA,NA,NA,1,2,1,1,1,2,3,1,4,4,5,7,0,NA,1,3,4,NA,33,js_1b
R_bCUYn88GoriRCeh,NA,NA,4,1,6,6,5,5,5,6,6,6,5,NA,NA,NA,NA,1,2,1,1,1,2,1,1,3,3,6,6,0,NA,1,1,6,NA,24,js_1b
R_7X8zNtQB81aZm2V,NA,NA,3,1,1,3,3,3,5,5,6,5,5,NA,NA,NA,NA,4,4,5,4,5,4,3,1,5,5,5,2,0,NA,0,1,3,NA,21,js_1b
R_9n0V57mhsIJPbnL,NA,NA,2,1,6,4,5,5,5,5,7,7,6,NA,NA,NA,NA,4,3,5,5,5,3,2,2,3,3,7,7,0,NA,1,1,6,NA,34,js_1b
R_d5qS45JnHYHVAZD,NA,NA,4,0,3,4,4,4,6,6,6,5,6,NA,NA,NA,NA,4,4,4,4,5,5,4,4,4,4,7,7,1,NA,1,1,3,NA,43,js_1b
R_8J43Vlo0o7x4ac5,NA,NA,6,1,6,3,1,3,6,6,6,3,2,NA,NA,NA,NA,1,2,1,1,1,1,1,1,4,2,5,5,0,NA,1,1,6,NA,45,js_1b
R_abAfVZTXsusAb6B,NA,NA,2,0,1,5,5,5,6,6,6,2,2,NA,NA,NA,NA,2,1,3,2,4,2,1,1,1,1,2,2,0,NA,1,1,6,NA,23,js_1b
R_8JpEarQkFMApA3z,NA,NA,4,1,5,4,3,3,5,6,6,5,2,NA,NA,NA,NA,3,2,3,2,3,3,2,2,3,4,6,5,1,NA,0,1,6,NA,25,js_1b
R_8jKAisigwzHtWAt,NA,NA,6,1,5,4,4,4,6,7,7,7,7,NA,NA,NA,NA,4,3,5,5,3,4,2,5,1,3,6,6,1,NA,1,1,6,NA,25,js_1b
R_6Y9YMkbongXlGYJ,NA,NA,2,0,4,5,6,6,5,6,6,5,6,NA,NA,NA,NA,4,4,5,4,5,5,5,5,4,5,6,6,1,NA,1,3,3,NA,21,js_1b
R_8bPiQvT4EXOitz7,NA,NA,3,0,3,4,3,3,6,5,6,6,5,NA,NA,NA,NA,3,3,3,2,4,3,3,3,2,4,6,6,1,NA,0,1,3,NA,34,js_1b
R_6r4Qtr4u886K44J,NA,NA,4,1,4,2,2,2,6,6,7,2,2,NA,NA,NA,NA,2,2,1,1,2,2,1,1,2,2,6,5,0,NA,0,1,3,NA,26,js_1b
R_006kPsEc6IQDibH,NA,NA,6,1,4,3,4,4,5,5,5,3,3,NA,NA,NA,NA,2,3,2,2,2,2,2,2,2,3,3,3,1,NA,1,4,3,NA,22,js_1b
R_aghv2ahi4AGsL8V,NA,NA,2,0,3,6,4,4,5,6,6,5,6,NA,NA,NA,NA,2,3,1,2,4,2,1,1,2,1,5,5,0,NA,1,1,3,NA,22,js_1b
R_5tHL9bellATE5aR,NA,NA,2,0,4,2,2,2,5,6,5,4,4,NA,NA,NA,NA,3,4,2,3,3,4,5,4,5,5,6,6,0,NA,1,1,1,NA,24,js_1b
R_6X9nSeVlmGSChNj,NA,NA,3,1,5,4,4,4,6,6,7,4,2,NA,NA,NA,NA,2,2,1,1,2,2,5,3,3,3,7,7,0,NA,0,1,5,NA,32,js_1b
R_6RxWQIJ8PSXdF53,NA,NA,6,1,6,3,3,3,5,5,5,5,3,NA,NA,NA,NA,2,2,2,1,2,2,3,3,2,3,5,5,0,NA,0,1,6,NA,25,js_1b
R_eg3vtbOoZrJXWmh,NA,NA,3,0,4,3,2,2,7,7,7,5,6,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,6,4,0,NA,0,1,3,NA,20,js_1b
R_5jXqmu6DV255MUJ,NA,NA,2,0,2,NA,4,3,4,3,7,5,6,NA,NA,NA,NA,3,4,2,2,4,3,4,2,3,4,6,6,0,NA,0,1,3,NA,19,js_1b
R_9BL7ZKpxdTXor3L,NA,NA,4,1,3,5,4,4,4,6,6,3,2,NA,NA,NA,NA,4,3,4,2,3,4,1,1,2,3,4,3,0,NA,1,1,7,NA,25,js_1b
R_6ihdYZFje4KHZd3,NA,NA,6,1,5,4,4,4,5,5,5,5,7,NA,NA,NA,NA,5,1,2,3,4,2,1,1,2,3,7,6,1,NA,1,4,6,NA,29,js_1b
R_29273nEBMpSXlg9,NA,NA,2,0,3,2,2,2,6,6,6,3,4,NA,NA,NA,NA,2,2,2,2,3,3,4,4,4,4,5,5,0,NA,0,4,3,NA,18,js_1b
R_cO3j5P9EvuKn53L,NA,NA,6,1,6,5,4,4,3,5,7,6,6,NA,NA,NA,NA,1,1,1,1,2,2,2,2,3,3,6,6,0,NA,1,1,6,NA,33,js_1b
R_9La9cDSZkx7n6Rv,NA,NA,6,0,4,1,1,1,7,7,7,2,1,NA,NA,NA,NA,3,3,4,3,2,4,5,5,5,5,7,7,1,NA,1,1,6,NA,42,js_1b
R_0BdikqKVRh0bZAN,NA,NA,2,1,6,1,1,1,6,6,6,4,2,NA,NA,NA,NA,3,4,4,2,4,4,5,4,5,5,7,7,1,NA,1,1,3,NA,19,js_1b
R_cFT8AtPyMgfrRdj,NA,NA,1,0,3,4,4,3,6,6,6,4,3,NA,NA,NA,NA,3,3,3,3,3,3,2,2,3,3,5,5,0,NA,1,1,3,NA,21,js_1b
R_bx5rhsn5ohVJbed,NA,NA,5,1,6,4,4,3,6,6,7,7,7,NA,NA,NA,NA,2,2,2,2,2,2,1,1,2,2,6,6,0,NA,1,1,6,NA,34,js_1b
R_9G2NimSl4BBYhY9,NA,NA,4,1,5,2,3,3,5,5,6,6,5,NA,NA,NA,NA,1,3,2,2,1,2,4,2,2,2,5,5,0,NA,1,1,3,NA,19,js_1b
R_b4ownOgQsOpdK29,NA,NA,3,1,6,5,5,5,6,6,6,3,4,NA,NA,NA,NA,2,5,3,4,4,4,4,2,3,4,6,6,0,NA,0,1,6,NA,21,js_1b
R_cN4WqOk3lYpUOu9,NA,NA,6,1,5,4,4,4,6,6,7,5,4,NA,NA,NA,NA,3,3,2,2,3,3,2,2,2,2,6,5,0,NA,0,1,6,NA,28,js_1b
R_enWiDh0ca8vpFAx,NA,NA,2,0,1,2,3,1,7,6,7,4,4,NA,NA,NA,NA,4,4,4,4,4,5,3,3,4,4,7,6,1,NA,1,7,3,NA,28,js_1b
R_cGCBivRsW0FLLIF,NA,NA,5,1,5,1,1,1,7,7,7,5,5,NA,NA,NA,NA,3,3,3,3,3,3,5,5,5,5,7,7,1,NA,0,2,3,NA,25,js_1b
R_3qqXFc7pHEXTdfn,NA,NA,3,1,6,3,3,3,4,5,5,2,1,NA,NA,NA,NA,3,3,3,1,2,3,5,4,3,3,3,4,0,NA,1,1,6,NA,23,js_1b
R_9yOgsxNFjubbCbb,NA,NA,4,0,2,4,4,4,3,3,2,4,5,NA,NA,NA,NA,2,1,2,2,3,2,1,1,2,2,5,5,0,NA,1,1,5,NA,25,js_1b
R_5tAUuNa5hiAcvKB,NA,NA,6,1,5,1,1,1,7,7,7,7,6,NA,NA,NA,NA,3,3,3,2,3,4,5,5,4,5,7,7,1,NA,1,1,3,NA,22,js_1b
R_bgzTkRgv8DFxI5n,NA,NA,2,0,1,2,2,2,6,7,7,2,5,NA,NA,NA,NA,3,3,4,3,4,2,3,3,4,3,4,2,0,NA,1,1,3,NA,27,js_1b
R_eYbVSNwzMfFUkGV,NA,NA,4,1,6,3,2,2,3,5,5,3,2,NA,NA,NA,NA,2,3,1,1,1,1,4,4,4,4,5,3,0,NA,1,1,6,NA,28,js_1b
R_5uW1DmIJOJmpQCF,NA,NA,4,0,3,3,2,2,6,5,6,6,4,NA,NA,NA,NA,3,4,3,2,3,3,3,2,2,3,6,6,1,NA,0,1,3,NA,39,js_1b
R_06NXeei50c7Qb0F,NA,NA,6,1,6,3,3,3,6,5,7,3,4,NA,NA,NA,NA,1,1,1,1,1,1,5,5,2,2,4,4,0,NA,0,1,7,NA,24,js_1b
R_0uJ2M0WzCoJEcmh,NA,NA,4,1,2,6,6,6,7,7,7,1,1,NA,NA,NA,NA,2,2,2,2,2,2,4,4,1,1,7,7,1,NA,1,1,3,NA,36,js_1b
R_29rNJLbxBUzDYPz,NA,NA,2,0,4,6,6,6,6,6,6,5,6,NA,NA,NA,NA,5,5,5,5,5,5,4,4,3,3,7,7,0,NA,1,4,6,NA,25,js_1b
R_ac68fed0QQuUWvr,NA,NA,3,1,5,2,2,2,7,7,7,3,3,NA,NA,NA,NA,2,3,2,2,4,3,3,3,4,4,6,5,1,NA,1,3,3,NA,22,js_1b
R_5tXDUT9hGwT7six,NA,NA,3,1,7,2,3,2,5,5,6,5,2,NA,NA,NA,NA,5,4,4,4,5,4,5,5,4,4,6,6,0,NA,0,1,6,NA,23,js_1b
R_9GBrfguLyrYzOgR,NA,NA,6,1,4,3,3,3,5,5,6,3,3,NA,NA,NA,NA,3,3,3,3,5,4,2,2,3,3,5,3,0,NA,1,1,6,NA,30,js_1b
R_2owjFbuz7VKCvfT,NA,NA,6,1,6,4,4,4,5,5,6,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,0,NA,0,1,2,NA,27,js_1b
R_7ZAHt5vL7RbbhAN,NA,NA,2,0,5,2,1,1,7,7,7,6,5,NA,NA,NA,NA,1,1,3,1,3,3,1,1,2,2,7,7,0,NA,0,6,3,NA,30,js_1b
R_018tSfHsqxVpaAt,NA,NA,6,1,5,4,4,4,3,2,5,3,2,NA,NA,NA,NA,3,3,3,3,3,3,1,1,3,3,5,5,0,NA,1,1,6,NA,26,js_1b
R_bKjhJfBC4p20p37,NA,NA,4,1,5,3,3,3,6,6,7,5,3,NA,NA,NA,NA,3,2,2,1,3,3,1,1,2,3,6,5,0,NA,0,1,6,NA,27,js_1b
R_ekzSq5J9jv2oh0x,NA,NA,5,1,1,4,4,4,4,3,5,2,2,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,NA,0,1,6,NA,33,js_1b
R_6LPs8MdWuhMtZfn,NA,NA,6,1,6,3,3,3,6,6,6,5,4,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,3,6,6,0,NA,1,1,6,NA,48,js_1b
R_6yVxS93iWq4oTTT,NA,NA,3,1,2,3,2,3,5,7,5,6,6,NA,NA,NA,NA,4,4,4,3,3,3,1,2,4,3,6,5,1,NA,1,1,3,NA,45,js_1b
R_aaUSaUdPXI59cWx,NA,NA,6,1,7,2,2,2,6,6,6,4,4,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,7,7,0,NA,1,1,2,NA,34,js_1b
R_74bpbIWdF1RJ8ep,NA,NA,5,1,5,5,4,4,4,3,6,1,7,NA,NA,NA,NA,2,2,2,1,1,3,3,1,2,3,6,6,0,NA,1,1,5,NA,58,js_1b
R_7Prlq5a1MXv41lr,NA,NA,6,1,3,4,5,4,2,5,6,3,3,NA,NA,NA,NA,3,2,2,2,3,2,4,4,2,3,5,5,0,NA,1,1,6,NA,39,js_1b
R_6hAMb1qfKlRsEE5,NA,NA,6,1,5,5,4,2,7,6,7,2,2,NA,NA,NA,NA,3,4,3,2,4,4,5,5,3,2,5,6,0,NA,1,1,4,NA,25,js_1b
R_0JmbLBAAlCGlTIF,NA,NA,2,0,4,1,1,1,1,1,1,7,7,NA,NA,NA,NA,5,4,4,4,5,5,3,3,4,4,6,6,1,NA,0,3,5,NA,42,js_1b
R_6PUY8XbPKZYzU9f,NA,NA,1,0,6,5,3,3,6,6,6,5,2,NA,NA,NA,NA,1,1,1,1,3,3,3,4,1,1,1,2,1,NA,0,1,2,NA,27,js_1b
R_5hTNWQsj4A5e19j,NA,NA,3,0,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,4,4,0,NA,1,4,7,NA,24,js_1b
R_3faHFdtB43qwzbL,NA,NA,5,1,6,1,1,1,5,5,5,3,2,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,1,6,6,0,NA,1,4,6,NA,26,js_1b
R_9yH6Da0CkpWVpJz,NA,NA,6,1,2,4,4,4,4,3,4,3,4,NA,NA,NA,NA,2,1,2,2,2,2,5,5,3,3,6,6,1,NA,0,4,3,NA,21,js_1b
R_81jJCHZdtwq4NBH,NA,NA,3,1,1,1,1,1,4,4,7,3,5,NA,NA,NA,NA,5,5,5,5,5,5,3,3,5,5,7,7,1,NA,0,3,6,NA,26,js_1b
