"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","learning_conditions","participant_id","code","last_login","token","first_login","show_validation","survey_id","progress","blocked_nav_count","Q_TotalDuration","testing","open_response_lcs","open_response_q_pool","Q11","Q9_1_TEXT","Q9_2_TEXT","Q9_3_TEXT","Q9_4_TEXT","Q9_5_TEXT","Q9_6_TEXT","Q9_7_TEXT","Q6","Q82","Q7","Q83","Q8","Q84","Q9","Q85","Q21","Q86","Q11.1","Q87","Q12","Q88","Q13","Q89","Q14","Q90","Q23","Q61","Q47","Q71","Q37","Q58","Q68","Q59","Q70","Q65","Q67","Q73","Q93","Q93_TEXT","Q19","Q81_1","Q81_2","Q81_3","Q81_4","Q81_5","Q81_6","Q81_6_TEXT","Q81_7","Q81_9","Q81_10","Q81_11","Q81_15","Q81_16","Q81_17","Q81_18","Q81_19","Q81_20","Q81_21","Q81_22","Q54","Q56","Q78","Q20","LocationLatitude","LocationLongitude","LocationAccuracy","X","Q99","Q102","Q100","Q101","Q103","Q104"
NA,"Default Response Set","Anonymous","","",NA,"0","2019-01-22 16:49:29","2019-01-22 16:51:17","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"first corn","2019-01-23T00:49:32.473Z",NA,"true","true",NA,"100","1","108","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","71.0.3578.98","Macintosh","1280x800","-1","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36","4","","4","","4","","4","Conubia orci erat et purus. Tortor magna risus. Sapien feugiat ridiculus eu tellus, varius mi integer. Ac dui cubilia tristique amet, pharetra placerat, magna interdum. Conubia efficitur accumsan dapibus non elit. Vitae nam felis euismod enim tortor orci nostra. Faucibus ac urna suscipit sed volutpat. Sit penatibus amet turpis nulla sed nunc. Iaculis purus sem in eu aptent vitae at, amet quis. Natoque eget potenti primis pretium id. Convallis ut ut urna habitant justo at.","4","","4","","4","","4","","4","","3","3","2","2","2","3","3","3","3","3","3","3","2","","2","","","","","","","","","","","","","","","","1","","","","1","2","","1",NA,NA,NA,NA,"7","Euismod varius ut placerat natoque, lectus convallis quis faucibus mi erat? Convallis, ac tincidunt commodo dictum, consequat mus, cras, ac feugiat. Consectetur ut eget justo nunc sed et montes enim nascetur nec. Non potenti mattis amet a metus est massa auctor. Cubilia sed suscipit et maecenas nec per non, vel feugiat neque lorem. Vestibulum sed tellus etiam sed. Nascetur, sagittis vestibulum ridiculus ornare ultrices, pellentesque magna. Cras non risus aliquet ligula parturient neque eu nullam sed.","7","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-02-11 10:14:41","2019-02-11 10:19:41","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"salt dragon","2019-02-11T18:14:43.084Z",NA,"false","true",NA,"100","1","300","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1517x853","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","6","Efficitur dui placerat. Lobortis, in elit. Neque facilisis sed dictum, vel dignissim justo vel pretium, lacus urna vivamus. Hac massa orci quam, volutpat, mi ipsum mauris. In hac auctor ac in, aliquet neque nam id. Curabitur ut sed dis ac non aptent donec. Mauris bibendum, ut quis lobortis ut porta turpis. Litora in habitant ad lorem lectus elementum dapibus. Ante eget, finibus nec congue nec commodo ultricies. Mattis tortor vivamus malesuada fringilla, ut magnis cras. Sed eu nullam viverra, consectetur commodo etiam inceptos facilisis urna scelerisque orci ac conubia ac a. Porttitor, eu etiam tortor integer lectus consectetur sed donec vehicula libero. Sapien, diam condimentum at ut. Dis quisque porttitor dictum enim. Ante augue mattis mollis erat nam et nisl ut taciti sociis condimentum.","6","","7","","7","","7","","4","","5","","6","Feugiat habitant pretium in sed inceptos eros diam torquent ut. Vel blandit odio egestas nam, ut turpis leo duis et. Maximus in feugiat eu urna vestibulum. Curae ac integer sed, neque vel finibus vitae eu sit. Ridiculus condimentum. A senectus. Sed in vestibulum torquent class, lacus efficitur donec non orci conubia. Ornare scelerisque, ultricies nec in iaculis justo. Senectus sed sed, ac phasellus tellus sapien lorem pellentesque nam ipsum etiam scelerisque. Malesuada sed non a erat interdum placerat laoreet morbi, pellentesque. Maecenas quam tristique et in auctor pharetra non convallis vulputate, porta nisl.","6","","5","5","","1","2","3","3","3","3","3","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,NA,"","2",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-05-03 09:46:32","2019-05-03 09:50:18","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"spinach spider","2019-05-03T16:46:32.925Z",NA,"false","true",NA,"100","3","226","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","73.0.3683.114","CrOS x86_64 11647.154.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11647.154.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.114 Safari/537.36","2","","1","","2","Ridiculus nisi taciti sit. Nisl porta ad. Imperdiet scelerisque, molestie augue leo hendrerit pellentesque gravida eu cras. Pretium neque malesuada aliquam. Sed primis commodo tempor sed curabitur semper erat. Sapien egestas mattis mauris molestie viverra. In gravida cursus tortor elit. Tellus facilisi pretium nibh quis ac ac elementum mattis. Eget ullamcorper donec, gravida eu posuere auctor. Sed felis. Porttitor, semper id nunc. In sed malesuada sociosqu laoreet bibendum dictum ut donec et, sit suscipit.","7","","7","","2","","2","","2","","2","","4","3","","1","4","4","4","2","1","2","5","1","2","","","","","","","","","","","","","","","","","","","","","","","","Erat pharetra proin, egestas purus eros commodo vitae volutpat risus non. Non conubia ad, nec potenti tincidunt suscipit nulla feugiat dolor velit duis. Senectus non a fames, ut fames. Ipsum, felis aptent feugiat in mauris nulla non in vel cras velit lorem. Potenti platea. Sem congue sed eu sit rhoncus vestibulum non ac. Tellus enim in tempus suspendisse leo vestibulum. Enim, lacinia donec condimentum luctus vel consectetur dolor purus. Sed ligula donec nisi aliquam pellentesque at sit posuere mi suspendisse sociis. Dapibus ultrices consectetur sed maximus est eget suspendisse quis placerat mauris. At varius, ut, nunc sodales. Nulla sed ipsum a turpis nostra, semper, consequat quam justo justo. Aliquet faucibus ligula a.","1",NA,NA,NA,NA,"3","",NA,"5","Et libero maximus cum malesuada nisl. In dictum eu amet, at enim a sit urna, tempus sociis sed. Mollis, nec in sapien nisi. Sapien lectus donec eu in, eu non posuere non sociosqu, ac dolor. Accumsan non fusce, curabitur fermentum ac in ipsum. Interdum iaculis pellentesque gravida neque sed lorem metus velit. Sed vestibulum potenti turpis habitant proin nec ut aenean. Congue ipsum condimentum ornare hendrerit lacus sed sed sed. At curae hac, maximus, ligula at mattis in ante ante aptent. Tempor maecenas in. Nullam augue a morbi maximus, erat praesent donec ut. Et ornare amet pulvinar sed. Duis vivamus, leo urna sapien suspendisse leo sodales turpis dis ut donec.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-28 12:50:26","2018-08-28 12:56:49","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"bread mouse","2018-08-28T19:50:26.588Z",NA,"true","true",NA,"100","","383","","[&quot;feedback-for-growth&quot;]","___fg3_2__","1","Chrome","66.0.3359.203","CrOS x86_64 10452.99.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.99.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.203 Safari/537.36","7","","4","","6","","4","","3","","6","","5","A semper eget natoque proin consectetur. Volutpat amet neque, tortor auctor. Porttitor eleifend volutpat pharetra facilisi laoreet elit risus nam. In eros consectetur, donec non ac? Eu nisi, tristique tortor nibh natoque nunc, sociosqu lacinia facilisi. Urna netus vitae, ipsum sed sed eu dolor placerat. Mi nibh, tristique lorem quis tempor purus mi non. Pellentesque tristique id aenean egestas eleifend adipiscing tincidunt aliquet.","6","","6","","4","4","4","2","4","4","4","3","4","3","4","5","2","","1","","","","","","","","","","1","","","","","","","","","","2","3","","1",NA,NA,NA,NA,"1","","1","5","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 10:45:15","2018-08-30 10:50:54","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"hippo yam","2018-08-30T17:45:17.400Z",NA,"true","true",NA,"100","","339","","[&quot;feedback-for-growth&quot;]","___fg1_2__","1","Chrome","64.0.3282.144","CrOS x86_64 10176.68.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10176.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.144 Safari/537.36","7","","4","","7","","5","","7","","6","","6","","7","","6","","4","4","3","1","3","4","3","4","4","5","5","5","2","","1","","","1","","","","","","","","","","","","","","","","1","1","4","","1",NA,NA,NA,NA,"5","","3","4","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-08 08:16:23","2018-11-08 08:19:24","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"happy tomato","2018-11-08T16:16:25.883Z",NA,"false","true",NA,"100","4","181","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","6","","7","","6","","7","","5","","5","","6","","6","","6","","4","4","","3","4","4","3","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"2","","7","1","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-09 09:55:30","2018-11-09 09:56:24","1","[&quot;teacher-caring&quot;]",NA,"spider garlic","2018-11-09T17:55:31.146Z",NA,"false","",NA,"100","2","54","","[null]","_","1","Chrome","69.0.3497.120","CrOS x86_64 10895.78.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36","7","","7","","7","","","","","","","","","","","","","","5","5","","","","","","","","","","5","2","Mauris class, massa porta suspendisse, quis. Leo condimentum eu. Potenti amet ac. Ligula ut aliquet libero vel nunc orci enim. Lacus aenean ex efficitur diam nisi in mi primis finibus, sociis. Sed laoreet et malesuada lobortis tempor tempor. Diam gravida a dignissim nunc eget dis a. Conubia nisl tincidunt nullam. Ligula lorem habitant, sagittis facilisis porta, ante. Consectetur luctus malesuada proin id magna, himenaeos ipsum a. Eu et ullamcorper vulputate libero turpis, et lacinia metus viverra. Taciti, volutpat, nostra dictumst nascetur phasellus eget primis in, ullamcorper mauris. Urna quisque fermentum, inceptos fringilla non nec pulvinar praesent ligula. Nulla tristique sed gravida tristique parturient penatibus. Maecenas sed dui, lobortis, sed non in taciti non, ac sapien. Nec nullam nulla efficitur curae conubia taciti ultrices. Risus fusce ipsum nibh sociosqu. Senectus amet at urna tincidunt duis cursus. Maximus eros mi, sagittis dapibus fames.","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"2","","4",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-05-03 10:44:30","2019-05-03 10:46:08","1","[&quot;teacher-caring&quot;]",NA,"spider pasta","2019-05-03T17:44:31.424Z",NA,"false","true",NA,"100","1","97","","[]","_","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","6","","6","","6","In mattis convallis in morbi malesuada. Quisque volutpat metus, mollis montes rutrum sapien, leo. Ante ligula in lacinia ac et, sapien. Ullamcorper fermentum tincidunt at turpis, sed rutrum, pellentesque sem enim. Nec fames congue commodo class ante lobortis. Eu amet, porta est, sapien orci tincidunt. Luctus, eu ut, facilisis. Et elit aliquam sed! Libero et class euismod sociosqu mollis est fringilla. Ut est dolor amet quis sed elit sem ad. Sagittis justo blandit in nulla.","","","","","","","","","","","","","4","5","","2","3","1","1","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,NA,"","7","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-27 06:29:44","2019-03-27 06:33:39","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"rat basil","2019-03-27T13:29:47.055Z",NA,"false","true",NA,"100","","234","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","7","","6","","7","","6","","6","","6","","6","","6","","5","","4","4","","1","3","4","4","4","4","4","5","5","2","Potenti, vulputate cras cum maecenas auctor. Sodales, orci molestie, sociosqu metus. Amet venenatis et iaculis tincidunt eget. Facilisis lacus ante ac sed leo. Sit non ac cubilia ut blandit auctor. Mattis, et sed et placerat et erat at eget ullamcorper eu. Purus, rutrum, aliquam et. Est amet sit adipiscing blandit vulputate sed sed nulla malesuada. Ac sem ac posuere nec, et auctor tristique, amet interdum ullamcorper ullamcorper et. Lacinia justo at penatibus, nisi dictum. Auctor amet aliquet natoque. Mauris vestibulum phasellus tempor convallis, fringilla lorem nec eu consequat consectetur nunc. Sed per tellus conubia eu.","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","4","6","","Ultrices ut montes tempor mauris in dolor habitant. Pretium non varius ut, eros sit penatibus cubilia. Quis ut varius, eget vivamus penatibus et auctor amet consequat vestibulum luctus tristique, quisque viverra vehicula. Non justo pellentesque neque ligula libero magna. In eu, tempus elementum lorem ac aliquet vestibulum. Erat arcu lectus habitant tincidunt nostra a nullam cras dictumst? Adipiscing sed arcu malesuada dapibus sollicitudin et turpis dictum, sociosqu dignissim. Curabitur, elit sagittis himenaeos aenean sociosqu magna convallis nec dui congue magnis consequat. Mauris tempus quam vel eget proin dignissim turpis. Quisque consequat inceptos luctus, sit risus in turpis. Dui habitant eu sit imperdiet sed magna ullamcorper fringilla."
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-08 05:18:20","2018-11-08 05:23:43","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"orange rat","2018-11-08T13:18:23.237Z",NA,"true","true",NA,"100","1","323","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","70.0.3538.76","CrOS x86_64 11021.56.0","1300x731","-1","","Mozilla/5.0 (X11; CrOS x86_64 11021.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.76 Safari/537.36","6","","6","","6","","5","","4","Ultricies volutpat. Eget id dictum neque fusce tempus donec natoque imperdiet mauris? Eu lacus ultrices ullamcorper sed nec laoreet! Mauris porta pharetra conubia venenatis fringilla nostra enim, libero donec vitae. Felis ridiculus tellus libero aptent eu. Faucibus vitae non, commodo, pharetra tortor amet et. Augue in non fringilla purus risus maecenas cubilia ac sapien in. Est vulputate ipsum. Est est tincidunt nec varius interdum nam enim nostra. Vivamus eu fames gravida nam magna amet.","4","","4","","4","Aliquam pharetra quis pellentesque sapien litora cum dignissim nunc turpis. Litora rutrum sem congue diam sapien in lorem magna adipiscing, nisi amet. Sed curae, quis tincidunt curabitur proin, sed. Nulla justo arcu bibendum nisl nec interdum. Ullamcorper eget, blandit vivamus ac pharetra fames. Habitant tortor nascetur vestibulum ultrices sem risus iaculis lacinia dictumst. Finibus in at eu velit rhoncus tempus sapien congue lobortis lacus nibh sodales. Taciti sed sed mus nulla tempor per sed senectus faucibus. Ut at pellentesque dictumst rutrum fermentum mauris diam dictumst ultrices mauris. Lacus ut est ut dignissim at malesuada nibh eu amet quisque? Efficitur tristique. Orci, at suspendisse proin.","5","Mauris dolor luctus, himenaeos tortor sollicitudin id risus efficitur natoque fames malesuada. Lorem purus dignissim sed pellentesque ullamcorper. Urna eu fusce fames. Consectetur, semper, consequat consectetur ut velit et sed. Convallis maecenas commodo ut non luctus enim ligula. Faucibus ultrices proin vestibulum praesent erat. Tempor quam risus non at fermentum eget eu elit. Hendrerit id parturient tempus, pellentesque ultrices nisl a. Lectus massa proin taciti eu pellentesque ut a. Elit leo fames per, suspendisse quis, at ad tempus. Molestie aliquet morbi, ac proin egestas nec rutrum, ante primis. Massa ac nullam, nulla, ex.","4","4","4","2","4","1","3","4","4","5","4","4","2","","2","","","","","1","","","","","","","","","","","","","","","1","5","","1",NA,NA,NA,NA,"2","",NA,"1","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-14 15:11:17","2018-09-14 15:12:55","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"gold mole","2018-09-14T22:11:17.783Z",NA,"false","",NA,"100","2","97","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Safari iPhone","11.0","iPhone","375x667","-1","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","7","","7","","6","","6","A, sed tristique pretium convallis amet amet condimentum! Ex eu vitae malesuada in pellentesque pellentesque senectus id aliquet aliquet id. Sapien litora sed facilisis augue id condimentum ac maximus dapibus sapien nascetur. Curae nunc tempor montes non, sed, ullamcorper volutpat. Curabitur adipiscing sed amet, porta sem ornare ac vel senectus. Sodales sit fringilla, habitant vitae. Tellus nascetur nulla semper amet turpis fringilla molestie vivamus vestibulum dictumst. Morbi, nisi efficitur eu pellentesque nascetur lorem, ex porttitor pharetra. Vulputate consectetur aliquam sodales justo sociis fames arcu. Orci, ipsum feugiat. Dictum pellentesque consectetur ac etiam magna sed sed vehicula accumsan aliquam. Ornare morbi in dignissim nunc non ridiculus, ad nunc non non consequat. Consequat sed, mauris, sed ac id metus lorem sed mollis. Congue nec nibh. Ipsum finibus convallis id ac phasellus tincidunt, metus velit cursus amet vivamus.","6","","5","","5","","5","","5","","4","4","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,NA,"","6","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-01-18 09:52:48","2019-01-18 09:54:54","1","[&quot;teacher-caring&quot;]",NA,"spider garlic","2019-01-18T17:52:48.711Z",NA,"false","true",NA,"100","2","126","","[null]","_","1","Chrome","70.0.3538.110","CrOS x86_64 11021.81.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36","7","","6","","7","","","","","","","","","","","","","","4","4","","1","4","5","5","4","3","5","5","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"3","","3","1","Tincidunt sed dictumst. Commodo tristique hendrerit suscipit ac in sociis primis id sed mus. Cras in litora montes, eleifend pretium libero sociosqu. Turpis aptent at feugiat ac sed ac nec orci malesuada. A lorem blandit a dignissim convallis congue. Primis, mattis vulputate cum vestibulum justo mattis mauris natoque risus, cum. Sed a dignissim nullam vehicula hac elementum. Lobortis eu lobortis. Suspendisse auctor sed purus massa tempor quisque senectus nunc in ut, eget orci dolor consequat curabitur metus. Vulputate proin ut tellus efficitur odio pellentesque. Quisque egestas viverra turpis sociis cum viverra consectetur sed.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-22 05:38:16","2019-04-22 05:39:30","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"frog pink","2019-04-22T12:38:17.598Z",NA,"false","",NA,"100","1","73","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Safari iPad","12.0","iPad","768x1024","-1","","Mozilla/5.0 (iPad; CPU OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","6","","6","","6","","6","","6","","6","","6","","6","","6","","5","5","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","6","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-06 14:23:19","2018-09-06 14:30:37","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"steel deer","2018-09-06T21:23:20.297Z",NA,"false","true",NA,"100","1","437","","[&quot;teacher-caring&quot;]","___tc4_2__","1","Chrome","66.0.3359.158","CrOS x86_64 10452.85.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Safari/537.36","7","","7","","7","","7","","7","","6","","7","","7","","6","","4","5","","1","4","4","5","4","5","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"1","",NA,"3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-23 07:27:36","2019-04-23 07:32:52","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"spring duck","2019-04-23T14:27:38.017Z",NA,"false","true",NA,"100","1","315","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","72.0.3626.119","Macintosh","1366x768","-1","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36","7","","7","","7","","7","","7","Nec amet nec eu conubia hendrerit non porttitor. Quis ridiculus ac hendrerit velit. Varius tellus, vitae neque velit lobortis erat aptent et molestie, non. Metus tristique ut ultrices a dapibus eu mi. Ac ac, lacinia ac at himenaeos varius at augue, egestas. Sociosqu, purus parturient nunc et blandit, porttitor sed dui feugiat amet. Erat nullam quis interdum sit lorem eget ante tincidunt. Vestibulum quam amet orci, justo amet phasellus quisque in egestas primis. Pellentesque volutpat sed maximus parturient. Dictumst ac risus arcu in. Sed ac fringilla ridiculus suscipit curae eu ac sed. Finibus laoreet ut sed etiam pellentesque.","6","","6","","7","","6","Vestibulum nascetur habitasse nibh ullamcorper molestie nibh sed. Neque arcu sed amet sit rhoncus rutrum et libero ut ex. Ante mauris molestie pretium ut nostra. Vivamus massa non et finibus accumsan efficitur tincidunt sed aptent cras integer. Varius justo ultrices nam sed felis. Euismod sapien, aliquam mus ut ad senectus euismod quis congue efficitur. Ut amet habitant nullam. Ac lacinia ac venenatis massa. A nibh enim facilisi. Per egestas lectus eleifend vitae aptent egestas ac sed ligula. Cras non eleifend, ultrices urna nec habitasse lorem, maximus. Sociosqu posuere commodo neque elementum, non, mollis ut, mus enim risus duis massa hendrerit. Amet nisi quam aliquam mauris enim adipiscing habitant sociosqu lorem. Nunc diam morbi arcu class eu. Velit in vitae hendrerit dapibus pharetra. Lobortis amet luctus.","5","5","","1","4","5","5","4","5","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"4","","7",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"8","2019-01-31 20:23:43","2019-01-31 20:25:03","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"turtle pear","2019-02-01T04:23:44.022Z",NA,"false","true",NA,"100","","80","","[&quot;feedback-for-growth&quot;]","___fg3_2__","1","Chrome","71.0.3578.98","Windows NT 10.0","1536x864","-1","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36","7","","7","","7","","7","","7","","7","","7","","7","","7","","5","5","","3","3","5","5","5","5","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","Volutpat vestibulum molestie sed consequat purus nisl sed feugiat faucibus ornare lacinia ligula sit. Fermentum donec maecenas viverra ipsum tortor arcu, amet per mus. Tortor vitae sociosqu et cras arcu porta turpis vel tempus sapien? Malesuada amet egestas. Eu nec sapien, purus in dis penatibus vel semper. Nunc etiam, lorem ac ac at torquent porttitor. Felis, cum faucibus, sed eu blandit habitasse. Accumsan, dignissim erat dolor leo, pellentesque. Volutpat ante purus id sit, viverra ac. Vitae, integer. Interdum at nulla non quis, mus. Scelerisque parturient vel, donec in ipsum in proin, porttitor.","1",NA,NA,NA,NA,"5","","1","2","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-05-17 04:56:55","2019-05-17 04:59:28","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"spinach fire","2019-05-17T11:56:55.823Z",NA,"false","true",NA,"100","1","152","","[&quot;feedback-for-growth&quot;]","___fg3_2__","1","Safari iPad","12.1","iPad","834x1112","-1","","Mozilla/5.0 (iPad; CPU OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1","6","","5","","6","","6","","6","","6","","1","","1","","1","Himenaeos duis, vel nec, in eu tincidunt mauris pulvinar congue. Vivamus nostra tempor vel tempor nostra, sapien sed. Praesent tempus fermentum odio. Ac neque porta, litora eleifend vel eget ligula. Sem ac bibendum turpis sagittis litora lectus sed blandit aenean vestibulum. Nunc augue purus lobortis suspendisse scelerisque himenaeos vivamus in vitae tellus. Fames lorem a tempor lorem senectus quis tortor justo nibh tortor mus. Vestibulum sociis aliquam pellentesque natoque condimentum litora, tincidunt nisl. Habitant ac, ligula efficitur non natoque feugiat venenatis. Vitae ex ligula nisi sed mauris nisi lacus finibus amet lorem velit. Ut urna nunc et dignissim, eleifend magna arcu orci nisl velit vel. Suspendisse mollis non turpis montes tellus in eleifend amet non nisl.","2","3","","2","3","4","2","4","4","4","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"2","Urna lectus congue tortor, augue, porttitor tellus vitae. A in velit, natoque leo fringilla vitae. Purus ac litora dui erat est massa. Ut accumsan orci elit in pellentesque? Odio in leo suscipit vitae mauris condimentum porttitor tempus nec amet nisi. Et adipiscing rhoncus donec mauris inceptos ligula. Metus aliquet hendrerit luctus ornare facilisis pharetra, ipsum ac? Egestas metus sed mi per duis porttitor ut. Sollicitudin dignissim ridiculus id mi curae vitae vel tellus, fringilla donec iaculis ipsum vitae. Nunc posuere id massa nunc mauris hac.","3",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 08:00:59","2018-08-30 08:08:08","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"good mole","2018-08-30T15:01:01.753Z",NA,"true","true",NA,"100","2","428","","[&quot;teacher-caring&quot;]","___tc2_2__","1","Chrome","66.0.3359.181","CrOS x86_64 10452.96.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.96.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","7","","7","","6","","5","","4","","5","","2","","4","","4","","5","5","4","1","4","5","5","5","5","4","5","5","1","","1","","","","","","","","","","1","","","","","","","","","","1","5","","1",NA,NA,NA,NA,"1","","1","2","",""
